Lithology,GeologicalFormationThickness(m),ReservoirThickness(m),GasPermeability(mD),LiquidPermeability(mD),RFC_P10,RFC_P25,RFC_P50,RFC_P75,RFC_P90
Sandstone,26.5176,26.52,0.1,0.06471,0.79643,1.0779,1.5131,2.1208,2.8728
Sandstone,26.8224,26.82,0.1,0.06172,0.76822,1.0397,1.4595,2.0457,2.771
Sandstone,24.9936,24.99,0.1,0.06172,0.7158,0.96874,1.3599,1.9061,2.582
Sandstone,24.9936,24.99,0.1,0.06172,0.7158,0.96874,1.3599,1.9061,2.582
Sandstone,24.9936,24.99,0.1,0.06172,0.7158,0.96874,1.3599,1.9061,2.582
Sandstone,14.9352,14.94,0.1,0.06172,0.42793,0.57915,0.81302,1.1395,1.5436
Sandstone,14.9352,14.94,0.1,0.06172,0.42793,0.57915,0.81302,1.1395,1.5436
Sandstone,14.9352,14.94,0.1,0.06172,0.42793,0.57915,0.81302,1.1395,1.5436
Sandstone,21.0312,21.03,0.1,0.06172,0.60237,0.81523,1.1444,1.604,2.1728
Sandstone,17.0688,17.07,0.1,0.06172,0.48895,0.66172,0.92894,1.302,1.7637
Sandstone,17.0688,17.07,0.1,0.06172,0.48895,0.66172,0.92894,1.302,1.7637
Sandstone,21.0312,21.03,0.1,0.06172,0.60237,0.81523,1.1444,1.604,2.1728
Sandstone,21.0312,21.03,0.1,0.06172,0.60237,0.81523,1.1444,1.604,2.1728
Sandstone,21.0312,21.03,0.1,0.06172,0.60237,0.81523,1.1444,1.604,2.1728
Sandstone,21.0312,21.03,0.1,0.06172,0.60237,0.81523,1.1444,1.604,2.1728
Sandstone,21.0312,21.03,0.1,0.06172,0.60237,0.81523,1.1444,1.604,2.1728
Sandstone,21.0312,21.03,0.1,0.06172,0.60237,0.81523,1.1444,1.604,2.1728
Sandstone,21.0312,21.03,0.1,0.06172,0.60237,0.81523,1.1444,1.604,2.1728
Sandstone,21.0312,21.03,0.1,0.06172,0.60237,0.81523,1.1444,1.604,2.1728
Sandstone,29.2608,29.26,0.1,0.04515,0.6131,0.82975,1.1648,1.6326,2.2115
Sandstone,29.2608,29.26,0.1,0.05419,0.73586,0.99589,1.398,1.9595,2.6543
Sandstone,29.2608,29.26,0.1,0.05419,0.73586,0.99589,1.398,1.9595,2.6543
Sandstone,21.0312,21.03,0.1,0.05934,0.57915,0.7838,1.1003,1.5422,2.089
Sandstone,22.5552,22.56,0.1,0.05566,0.58275,0.78868,1.1072,1.5518,2.102
Sandstone,22.5552,22.56,0.1,0.05566,0.58275,0.78868,1.1072,1.5518,2.102
Sandstone,24.384,24.38,0.1,0.04515,0.51085,0.69137,0.97055,1.3603,1.8427
Sandstone,24.384,24.38,0.1,0.04515,0.51085,0.69137,0.97055,1.3603,1.8427
Sandstone,24.384,24.38,0.1,0.04515,0.51085,0.69137,0.97055,1.3603,1.8427
Sandstone,24.384,24.38,0.1,0.04515,0.51085,0.69137,0.97055,1.3603,1.8427
Sandstone,24.384,24.38,0.1,0.04515,0.51085,0.69137,0.97055,1.3603,1.8427
Sandstone,24.384,24.38,0.1,0.04515,0.51085,0.69137,0.97055,1.3603,1.8427
Sandstone,27.432,27.43,0.1,0.05566,0.70855,0.95893,1.3462,1.8868,2.5558
Sandstone,15.8496,15.85,0.1,0.04515,0.33211,0.44947,0.63098,0.88438,1.198
Sandstone,31.6992,31.7,0.1,0.05288,0.77795,1.0529,1.478,2.0716,2.8061
Sandstone,15.8496,15.85,0.1,0.04515,0.33211,0.44947,0.63098,0.88438,1.198
Sandstone,15.8496,15.85,0.1,0.04515,0.33211,0.44947,0.63098,0.88438,1.198
Sandstone,15.8496,15.85,0.1,0.04515,0.33211,0.44947,0.63098,0.88438,1.198
Sandstone,18.5928,18.59,0.1,0.05934,0.51195,0.69286,0.97264,1.3633,1.8467
Sandstone,14.0208,14.02,2,1.59302,10.365,14.028,19.692,27.601,37.388
Limestone,7.62,7.62,22,17.16191,101.72,115.38,130.7,145.92,159.61
Sandstone,28.6512,28.65,0.1,0.05419,0.72052,0.97512,1.3689,1.9186,2.599
Sandstone,30.48,30.48,0.1,0.05419,0.76654,1.0374,1.4563,2.0412,2.765
Sandstone,15.24,15.24,0.1,0.05566,0.39367,0.53278,0.74792,1.0483,1.42
Sandstone,27.432,27.43,0.1,0.06471,0.82376,1.1148,1.565,2.1936,2.9714
Sandstone,45.72,45.72,0.1,0.05736,1.2171,1.6471,2.3123,3.2409,4.3901
Sandstone,19.812,19.81,0.1,0.05566,0.51172,0.69254,0.9722,1.3626,1.8458
Sandstone,21.6408,21.64,0.1,0.05736,0.57606,0.77962,1.0944,1.534,2.0779
Sandstone,21.6408,21.64,0.1,0.05736,0.57606,0.77962,1.0944,1.534,2.0779
Sandstone,15.24,15.24,0.1,0.05566,0.39367,0.53278,0.74792,1.0483,1.42
Sandstone,31.6992,31.7,0.1,0.05288,0.77795,1.0529,1.478,2.0716,2.8061
Sandstone,21.6408,21.64,0.1,0.05736,0.57606,0.77962,1.0944,1.534,2.0779
Sandstone,21.6408,21.64,0.1,0.05736,0.57606,0.77962,1.0944,1.534,2.0779
Sandstone,21.6408,21.64,0.1,0.04515,0.45344,0.61367,0.86147,1.2074,1.6356
Sandstone,21.6408,21.64,0.1,0.05736,0.57606,0.77962,1.0944,1.534,2.0779
Sandstone,21.6408,21.64,0.1,0.05736,0.57606,0.77962,1.0944,1.534,2.0779
Sandstone,21.6408,21.64,0.1,0.05736,0.57606,0.77962,1.0944,1.534,2.0779
Sandstone,21.6408,21.64,0.1,0.05736,0.57606,0.77962,1.0944,1.534,2.0779
Sandstone,22.5552,22.56,0.1,0.05736,0.60055,0.81276,1.141,1.5992,2.1662
Sandstone,29.2608,29.26,0.1,0.05934,0.80579,1.0905,1.5309,2.1457,2.9066
Sandstone,18.288,18.29,0.1,0.04515,0.38324,0.51867,0.72811,1.0205,1.3824
Sandstone,18.288,18.29,0.1,0.04515,0.38324,0.51867,0.72811,1.0205,1.3824
Sandstone,45.72,45.72,0.1,0.04515,0.958,1.2965,1.8201,2.551,3.4556
Sandstone,45.72,45.72,0.1,0.05736,1.2171,1.6471,2.3123,3.2409,4.3901
Sandstone,45.72,45.72,0.1,0.04515,0.958,1.2965,1.8201,2.551,3.4556
Sandstone,45.72,45.72,0.1,0.04515,0.958,1.2965,1.8201,2.551,3.4556
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,45.72,45.72,0.1,0.04515,0.958,1.2965,1.8201,2.551,3.4556
Sandstone,45.72,45.72,0.1,0.04515,0.958,1.2965,1.8201,2.551,3.4556
Sandstone,45.72,45.72,0.1,0.04515,0.958,1.2965,1.8201,2.551,3.4556
Sandstone,45.72,45.72,0.1,0.04515,0.958,1.2965,1.8201,2.551,3.4556
Sandstone,45.72,45.72,0.1,0.04515,0.958,1.2965,1.8201,2.551,3.4556
Sandstone,45.72,45.72,0.1,0.04515,0.958,1.2965,1.8201,2.551,3.4556
Sandstone,45.72,45.72,0.1,0.04515,0.958,1.2965,1.8201,2.551,3.4556
Sandstone,45.72,45.72,0.1,0.04515,0.958,1.2965,1.8201,2.551,3.4556
Sandstone,45.72,45.72,0.1,0.05736,1.2171,1.6471,2.3123,3.2409,4.3901
Sandstone,45.72,45.72,0.1,0.05736,1.2171,1.6471,2.3123,3.2409,4.3901
Sandstone,45.72,45.72,0.1,0.05736,1.2171,1.6471,2.3123,3.2409,4.3901
Sandstone,45.72,45.72,0.1,0.05736,1.2171,1.6471,2.3123,3.2409,4.3901
Sandstone,45.72,45.72,0.1,0.05736,1.2171,1.6471,2.3123,3.2409,4.3901
Sandstone,13.4112,13.41,0.1,0.05736,0.35698,0.48312,0.67821,0.95058,1.2876
Sandstone,18.288,18.29,0.1,0.04515,0.38324,0.51867,0.72811,1.0205,1.3824
Sandstone,18.288,18.29,0.1,0.04515,0.38324,0.51867,0.72811,1.0205,1.3824
Sandstone,13.4112,13.41,0.1,0.05736,0.35698,0.48312,0.67821,0.95058,1.2876
Sandstone,13.4112,13.41,0.1,0.05736,0.35698,0.48312,0.67821,0.95058,1.2876
Sandstone,13.4112,13.41,0.1,0.05736,0.35698,0.48312,0.67821,0.95058,1.2876
Sandstone,13.4112,13.41,0.1,0.05736,0.35698,0.48312,0.67821,0.95058,1.2876
Sandstone,13.4112,13.41,0.1,0.05736,0.35698,0.48312,0.67821,0.95058,1.2876
Sandstone,13.4112,13.41,0.1,0.05736,0.35698,0.48312,0.67821,0.95058,1.2876
Sandstone,29.2608,29.26,0.1,0.05934,0.80579,1.0905,1.5309,2.1457,2.9066
Sandstone,11.5824,11.58,0.1,0.05736,0.30826,0.41719,0.58566,0.82086,1.1119
Sandstone,29.2608,29.26,0.1,0.05934,0.80579,1.0905,1.5309,2.1457,2.9066
Sandstone,13.1064,13.11,0.1,0.05736,0.34899,0.47231,0.66304,0.92932,1.2588
Sandstone,13.1064,13.11,0.1,0.05736,0.34899,0.47231,0.66304,0.92932,1.2588
Sandstone,29.2608,29.26,0.1,0.05934,0.80579,1.0905,1.5309,2.1457,2.9066
Sandstone,29.2608,29.26,0.1,0.05934,0.80579,1.0905,1.5309,2.1457,2.9066
Sandstone,29.2608,29.26,0.1,0.05934,0.80579,1.0905,1.5309,2.1457,2.9066
Sandstone,18.288,18.29,0.1,0.0517,0.43884,0.59391,0.83374,1.1686,1.5829
Sandstone,18.288,18.29,0.1,0.0517,0.43884,0.59391,0.83374,1.1686,1.5829
Sandstone,18.288,18.29,0.1,0.04515,0.38324,0.51867,0.72811,1.0205,1.3824
Sandstone,18.288,18.29,0.1,0.04515,0.38324,0.51867,0.72811,1.0205,1.3824
Sandstone,20.4216,20.42,0.1,0.05419,0.51354,0.69501,0.97567,1.3675,1.8524
Sandstone,22.2504,22.25,0.1,0.05419,0.55956,0.7573,1.0631,1.49,2.0184
Sandstone,11.5824,11.58,0.1,0.05736,0.30826,0.41719,0.58566,0.82086,1.1119
Sandstone,11.5824,11.58,0.1,0.05736,0.30826,0.41719,0.58566,0.82086,1.1119
Sandstone,11.5824,11.58,0.1,0.05736,0.30826,0.41719,0.58566,0.82086,1.1119
Sandstone,11.5824,11.58,0.1,0.05736,0.30826,0.41719,0.58566,0.82086,1.1119
Sandstone,11.5824,11.58,0.1,0.05736,0.30826,0.41719,0.58566,0.82086,1.1119
Sandstone,11.5824,11.58,0.1,0.05736,0.30826,0.41719,0.58566,0.82086,1.1119
Sandstone,13.1064,13.11,0.1,0.05736,0.34899,0.47231,0.66304,0.92932,1.2588
Sandstone,13.1064,13.11,0.1,0.05736,0.34899,0.47231,0.66304,0.92932,1.2588
Sandstone,47.244,47.24,0.1,0.05419,1.188,1.6078,2.2571,3.1636,4.2854
Sandstone,47.244,47.24,0.1,0.05419,1.188,1.6078,2.2571,3.1636,4.2854
Sandstone,13.1064,13.11,0.1,0.05736,0.34899,0.47231,0.66304,0.92932,1.2588
Sandstone,13.1064,13.11,0.1,0.05736,0.34899,0.47231,0.66304,0.92932,1.2588
Sandstone,13.1064,13.11,0.1,0.05736,0.34899,0.47231,0.66304,0.92932,1.2588
Sandstone,13.1064,13.11,0.1,0.05736,0.34899,0.47231,0.66304,0.92932,1.2588
Sandstone,13.1064,13.11,0.1,0.05736,0.34899,0.47231,0.66304,0.92932,1.2588
Sandstone,51.5112,51.51,0.1,0.0517,1.2359,1.6726,2.3481,3.291,4.458
Sandstone,18.288,18.29,0.1,0.05419,0.45997,0.62251,0.8739,1.2249,1.6592
Sandstone,46.6344,46.63,0.1,0.05736,1.2413,1.6799,2.3583,3.3054,4.4775
Sandstone,51.5112,51.51,0.1,0.0517,1.2359,1.6726,2.3481,3.291,4.458
Sandstone,51.5112,51.51,0.1,0.0517,1.2359,1.6726,2.3481,3.291,4.458
Sandstone,51.5112,51.51,0.1,0.0517,1.2359,1.6726,2.3481,3.291,4.458
Sandstone,28.0416,28.04,0.1,0.05566,0.72431,0.98025,1.3761,1.9287,2.6126
Sandstone,28.0416,28.04,0.1,0.05566,0.72431,0.98025,1.3761,1.9287,2.6126
Sandstone,10.0584,10.06,0.1,0.04967,0.2319,0.31384,0.44057,0.61751,0.83647
Sandstone,20.4216,20.42,0.1,0.05419,0.51354,0.69501,0.97567,1.3675,1.8524
Sandstone,20.4216,20.42,0.1,0.05419,0.51354,0.69501,0.97567,1.3675,1.8524
Sandstone,20.4216,20.42,0.1,0.05419,0.51354,0.69501,0.97567,1.3675,1.8524
Sandstone,20.4216,20.42,0.1,0.05419,0.51354,0.69501,0.97567,1.3675,1.8524
Sandstone,20.4216,20.42,0.1,0.05419,0.51354,0.69501,0.97567,1.3675,1.8524
Sandstone,20.4216,20.42,0.1,0.05419,0.51354,0.69501,0.97567,1.3675,1.8524
Sandstone,20.4216,20.42,0.1,0.05419,0.51354,0.69501,0.97567,1.3675,1.8524
Sandstone,22.2504,22.25,0.1,0.05419,0.55956,0.7573,1.0631,1.49,2.0184
Sandstone,22.2504,22.25,0.1,0.05419,0.55956,0.7573,1.0631,1.49,2.0184
Sandstone,22.2504,22.25,0.1,0.05419,0.55956,0.7573,1.0631,1.49,2.0184
Sandstone,22.2504,22.25,0.1,0.05419,0.55956,0.7573,1.0631,1.49,2.0184
Sandstone,22.2504,22.25,0.1,0.05419,0.55956,0.7573,1.0631,1.49,2.0184
Sandstone,23.1648,23.17,0.1,0.05419,0.5827,0.78861,1.1071,1.5517,2.1019
Sandstone,18.288,18.29,0.1,0.05419,0.45997,0.62251,0.8739,1.2249,1.6592
Sandstone,18.288,18.29,0.1,0.05419,0.45997,0.62251,0.8739,1.2249,1.6592
Sandstone,42.9768,42.98,0.1,0.05736,1.1441,1.5484,2.1737,3.0467,4.127
Sandstone,42.9768,42.98,0.1,0.05736,1.1441,1.5484,2.1737,3.0467,4.127
Sandstone,42.9768,42.98,0.1,0.05736,1.1441,1.5484,2.1737,3.0467,4.127
Sandstone,42.9768,42.98,0.1,0.05736,1.1441,1.5484,2.1737,3.0467,4.127
Sandstone,42.9768,42.98,0.1,0.05736,1.1441,1.5484,2.1737,3.0467,4.127
Sandstone,42.9768,42.98,0.1,0.05736,1.1441,1.5484,2.1737,3.0467,4.127
Sandstone,24.0792,24.08,0.1,0.05419,0.60559,0.81958,1.1505,1.6126,2.1844
Sandstone,44.196,44.2,0.1,0.05566,1.1417,1.5452,2.1692,3.0403,4.1184
Sandstone,44.196,44.2,0.1,0.05566,1.1417,1.5452,2.1692,3.0403,4.1184
Sandstone,36.8808,36.88,0.1,0.05288,0.90507,1.2249,1.7195,2.4101,3.2647
Sandstone,36.8808,36.88,0.1,0.05288,0.90507,1.2249,1.7195,2.4101,3.2647
Sandstone,44.196,44.2,0.1,0.05566,1.1417,1.5452,2.1692,3.0403,4.1184
Sandstone,24.0792,24.08,0.1,0.05419,0.60559,0.81958,1.1505,1.6126,2.1844
Sandstone,36.8808,36.88,0.1,0.05288,0.90507,1.2249,1.7195,2.4101,3.2647
Sandstone,36.8808,36.88,0.1,0.05288,0.90507,1.2249,1.7195,2.4101,3.2647
Sandstone,41.148,41.15,0.1,0.05736,1.0954,1.4825,2.0812,2.917,3.9513
Sandstone,42.3672,42.37,0.1,0.06471,1.2724,1.7221,2.4174,3.3883,4.5898
Sandstone,42.3672,42.37,0.1,0.06471,1.2724,1.7221,2.4174,3.3883,4.5898
Sandstone,41.148,41.15,0.1,0.05736,1.0954,1.4825,2.0812,2.917,3.9513
Sandstone,42.3672,42.37,0.1,0.06471,1.2724,1.7221,2.4174,3.3883,4.5898
Sandstone,42.3672,42.37,0.1,0.06471,1.2724,1.7221,2.4174,3.3883,4.5898
Sandstone,42.3672,42.37,0.1,0.06471,1.2724,1.7221,2.4174,3.3883,4.5898
Sandstone,27.432,27.43,0.1,0.05566,0.70855,0.95893,1.3462,1.8868,2.5558
Sandstone,41.148,41.15,0.1,0.05736,1.0954,1.4825,2.0812,2.917,3.9513
Sandstone,41.148,41.15,0.1,0.05736,1.0954,1.4825,2.0812,2.917,3.9513
Sandstone,41.148,41.15,0.1,0.05736,1.0954,1.4825,2.0812,2.917,3.9513
Sandstone,41.148,41.15,0.1,0.05736,1.0954,1.4825,2.0812,2.917,3.9513
Sandstone,41.148,41.15,0.1,0.05736,1.0954,1.4825,2.0812,2.917,3.9513
Sandstone,36.2712,36.27,0.1,0.05566,0.9369,1.268,1.78,2.4948,3.3795
Sandstone,10.0584,10.06,0.1,0.04967,0.2319,0.31384,0.44057,0.61751,0.83647
Sandstone,26.2128,26.21,0.1,0.06172,0.75075,1.016,1.4263,1.9991,2.708
Sandstone,26.2128,26.21,0.1,0.06172,0.75075,1.016,1.4263,1.9991,2.708
Sandstone,36.2712,36.27,0.1,0.05566,0.9369,1.268,1.78,2.4948,3.3795
Sandstone,10.0584,10.06,0.1,0.04967,0.2319,0.31384,0.44057,0.61751,0.83647
Sandstone,10.0584,10.06,0.1,0.04967,0.2319,0.31384,0.44057,0.61751,0.83647
Sandstone,10.0584,10.06,0.1,0.04967,0.2319,0.31384,0.44057,0.61751,0.83647
Sandstone,10.0584,10.06,0.1,0.04967,0.2319,0.31384,0.44057,0.61751,0.83647
Sandstone,10.0584,10.06,0.1,0.04967,0.2319,0.31384,0.44057,0.61751,0.83647
Sandstone,4.572,4.57,5,4.30092,9.1218,12.345,17.33,24.29,32.903
Sandstone,4.572,4.57,5,4.30092,9.1218,12.345,17.33,24.29,32.903
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Limestone,5.1816,5.18,0.185,0.09079,0.04033,0.0873,0.2069,0.4892,1.0682
Limestone,5.1816,5.18,99.5,89.85448,216.01,292.34,410.39,575.2,779.16
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Limestone,5.1816,5.18,0.185,0.09079,0.04033,0.0873,0.2069,0.4892,1.0682
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Limestone,5.1816,5.18,0.185,0.09079,0.04033,0.0873,0.2069,0.4892,1.0682
Limestone,6.096,6.1,1,0.578,0.30239,0.65448,1.5511,3.6676,8.0084
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Limestone,6.096,6.1,1,0.578,0.30239,0.65448,1.5511,3.6676,8.0084
Limestone,5.1816,5.18,0.185,0.09079,0.04033,0.0873,0.2069,0.4892,1.0682
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Limestone,5.1816,5.18,0.185,0.09079,0.04033,0.0873,0.2069,0.4892,1.0682
Sandstone,4.572,4.57,5,4.30092,9.1218,12.345,17.33,24.29,32.903
Sandstone,4.572,4.57,5,4.30092,9.1218,12.345,17.33,24.29,32.903
Sandstone,4.572,4.57,5,4.30092,9.1218,12.345,17.33,24.29,32.903
Limestone,5.1816,5.18,0.185,0.09079,0.04033,0.0873,0.2069,0.4892,1.0682
Sandstone,4.572,4.57,5,4.30092,9.1218,12.345,17.33,24.29,32.903
Limestone,5.1816,5.18,0.185,0.09079,0.04033,0.0873,0.2069,0.4892,1.0682
Sandstone,4.572,4.57,5,4.30092,9.1218,12.345,17.33,24.29,32.903
Sandstone,4.572,4.57,5,4.30092,9.1218,12.345,17.33,24.29,32.903
Sandstone,4.572,4.57,5,4.30092,9.1218,12.345,17.33,24.29,32.903
Sandstone,39.624,39.62,5,4.30092,79.082,107.03,150.25,210.58,285.26
Limestone,5.1816,5.18,0.185,0.09079,0.04033,0.0873,0.2069,0.4892,1.0682
Sandstone,27.432,27.43,0.1,0.05566,0.70855,0.95893,1.3462,1.8868,2.5558
Sandstone,27.432,27.43,0.1,0.05566,0.70855,0.95893,1.3462,1.8868,2.5558
Sandstone,27.432,27.43,0.1,0.05566,0.70855,0.95893,1.3462,1.8868,2.5558
Sandstone,27.432,27.43,0.1,0.05566,0.70855,0.95893,1.3462,1.8868,2.5558
Sandstone,27.432,27.43,0.1,0.05566,0.70855,0.95893,1.3462,1.8868,2.5558
Sandstone,18.8976,18.9,0.1,0.05419,0.47532,0.64328,0.90304,1.2657,1.7145
Sandstone,18.8976,18.9,0.1,0.05419,0.47532,0.64328,0.90304,1.2657,1.7145
Sandstone,23.1648,23.17,0.1,0.05934,0.63808,0.86355,1.2123,1.6991,2.3016
Sandstone,0.9144,0.91,2,1.59302,0.67277,0.9105,1.2782,1.7915,2.4267
Sandstone,145.3896,145.39,2,1.59302,107.49,145.47,204.21,286.22,387.72
Sandstone,145.3896,145.39,2,1.59302,107.49,145.47,204.21,286.22,387.72
